Manufacturer/Name,Gun Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_05_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_06_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,ELEMENTAL,1,1,5,None,,
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Poison,,
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Cryo,,
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Fire,,
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Shock,,
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_DarkMagic,,
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Burst,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Single,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Burst_Single,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_3x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_5x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,PINCUSHION,1,1,1,Part_DAL_PS_PincushionType_01,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,PINCUSHION,1,1,1,Part_DAL_PS_PincushionType_02,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,01/Common,Balance_DAL_PS_01_Common,MATERIAL,1,1,1,Part_Dal_PS_Mat_01_Common,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BODY,1,1,1,Part_Dal_PS_Body,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL,1,1,1,Part_Dal_PS_Barrel_01,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL,1,1,1,Part_Dal_PS_Barrel_02,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL,1,1,1,Part_Dal_PS_Barrel_03,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL,1,1,3,Part_Dal_PS_Barrel_04,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_01_A,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_01_B,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_01_C,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_02_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_02_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_02_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_03_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_03_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_03_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_04_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_04_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_Dal_PS_Barrel_04_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,GRIP,1,1,1,Part_Dal_PS_Grip_01,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,GRIP,1,1,1,Part_Dal_PS_Grip_02,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,GRIP,1,1,1,Part_Dal_PS_Grip_03,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,STOCK,1,1,4,None,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,STOCK,1,1,1,Part_Dal_PS_Stock_01,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,STOCK,1,1,1,Part_Dal_PS_Stock_02,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1.5,None,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1,Part_Dal_PS_Scope_01,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1,Part_Dal_PS_Scope_02,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1,Part_Dal_PS_Scope_03,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_01,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_02,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_03,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_04_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_05_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_06_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BODY ACCESSORY,1,1,1,None,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BODY ACCESSORY,1,1,1,Part_Dal_PS_Acc_01,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,BODY ACCESSORY,1,1,1,Part_Dal_PS_Acc_02,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,3,None,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Poison,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Cryo,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Fire,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Shock,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_DarkMagic,,
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Burst,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Single,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Burst_Single,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_3x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_5x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,PINCUSHION,1,1,1,Part_DAL_PS_PincushionType_01,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,PINCUSHION,1,1,1,Part_DAL_PS_PincushionType_02,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,02/Uncommon,Balance_DAL_PS_02_UnCommon,MATERIAL,1,1,1,Part_Dal_PS_Mat_02_UnCommon,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BODY,1,1,1,Part_Dal_PS_Body,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL,1,1,1,Part_Dal_PS_Barrel_01,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL,1,1,1,Part_Dal_PS_Barrel_02,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL,1,1,1,Part_Dal_PS_Barrel_03,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL,1,1,3,Part_Dal_PS_Barrel_04,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_01_A,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_01_B,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_01_C,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_02_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_02_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_02_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_03_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_03_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_03_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_04_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_04_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BARREL ACCESSORY,1,2,1,Part_Dal_PS_Barrel_04_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,GRIP,1,1,1,Part_Dal_PS_Grip_01,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,GRIP,1,1,1,Part_Dal_PS_Grip_02,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,GRIP,1,1,1,Part_Dal_PS_Grip_03,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,STOCK,1,1,1,None,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,STOCK,1,1,1,Part_Dal_PS_Stock_01,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,STOCK,1,1,1,Part_Dal_PS_Stock_02,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,SCOPE,1,1,1,None,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,SCOPE,1,1,1,Part_Dal_PS_Scope_01,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,SCOPE,1,1,1,Part_Dal_PS_Scope_02,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,SCOPE,1,1,1,Part_Dal_PS_Scope_03,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_01,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_02,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_03,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_04_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_05_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_06_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BODY ACCESSORY,1,1,1,Part_Dal_PS_Acc_03,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BODY ACCESSORY,1,1,1,Part_Dal_PS_Acc_04,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BODY ACCESSORY,1,1,1,Part_Dal_PS_Acc_05,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BODY ACCESSORY 2,1,1,1,None,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BODY ACCESSORY 2,1,1,1,Part_Dal_PS_Acc_01,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,BODY ACCESSORY 2,1,1,1,Part_Dal_PS_Acc_02,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,ELEMENTAL,1,1,2.5,None,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,ELEMENTAL,1,1,0.15,Part_Dal_PS_Ele_Poison,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,ELEMENTAL,1,1,0.15,Part_Dal_PS_Ele_Cryo,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,ELEMENTAL,1,1,0.15,Part_Dal_PS_Ele_Fire,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,ELEMENTAL,1,1,0.15,Part_Dal_PS_Ele_Shock,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,ELEMENTAL,1,1,0.15,Part_Dal_PS_Ele_DarkMagic,,
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Burst,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Single,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Burst_Single,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_3x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_5x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,PINCUSHION,1,1,1,Part_DAL_PS_PincushionType_01,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,PINCUSHION,1,1,1,Part_DAL_PS_PincushionType_02,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,03/Rare,Balance_DAL_PS_03_Rare,MATERIAL,1,1,1,Part_Dal_PS_Mat_03_Rare,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BODY,1,1,1,Part_Dal_PS_Body,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL,1,1,1,Part_Dal_PS_Barrel_01,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL,1,1,1,Part_Dal_PS_Barrel_02,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL,1,1,1,Part_Dal_PS_Barrel_03,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL,1,1,3,Part_Dal_PS_Barrel_04,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_01_A,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_01_B,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_01_C,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_02_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_02_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_02_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_03_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_03_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_03_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_04_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_04_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_Dal_PS_Barrel_04_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,GRIP,1,1,1,Part_Dal_PS_Grip_01,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,GRIP,1,1,1,Part_Dal_PS_Grip_02,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,GRIP,1,1,1,Part_Dal_PS_Grip_03,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,STOCK,1,1,0.8,None,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,STOCK,1,1,1,Part_Dal_PS_Stock_01,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,STOCK,1,1,1,Part_Dal_PS_Stock_02,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,SCOPE,1,1,0.5,None,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,SCOPE,1,1,1,Part_Dal_PS_Scope_01,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,SCOPE,1,1,1,Part_Dal_PS_Scope_02,,
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,SCOPE,1,1,1,Part_Dal_PS_Scope_03,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_01,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_02,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_03,,Part_Dal_PS_Barrel_04
Dahlia,Pistols,04/Very Rare,Balance_DAL_PS_04_VeryRare,MAGAZINE,1,1,1,Part_Dal_PS_Mag_04_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
