Type/Name,Melee Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD MOD,1,2,1,Part_M_Blunt_Blade_01_A,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_02, Part_M_Blunt_Blade_03"
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD MOD,1,2,1,Part_M_Blunt_Blade_01_B,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_02, Part_M_Blunt_Blade_03"
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD MOD,1,2,1,Part_M_Blunt_Blade_02_B,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_03"
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD MOD,1,2,1,Part_M_Blunt_Blade_02_A,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_03"
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD MOD,1,2,1,Part_M_Blunt_Blade_03_A,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_02"
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD MOD,1,2,1,Part_M_Blunt_Blade_03_B,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_02"
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT,1,1,1,Part_M_Blunt_Hilt_01,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT,1,1,1,Part_M_Blunt_Hilt_02,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT,1,1,1,Part_M_Blunt_Hilt_03,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_01,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_02,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_03,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_04,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_05,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_06,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_07,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_08,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,RARITY,1,1,1,Part_M_Blunt_04_VeryRare,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,MATERIAL,1,1,1,Part_Blunt_Material_04_VeryRare,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,BLADE,1,1,1,Part_M_Sword_Blade_01,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,BLADE,1,1,1,Part_M_Sword_Blade_02,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,BLADE,1,1,1,Part_M_Sword_Blade_03,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,ELEMENTAL,1,1,1,Part_M_Sword_Ele_None,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,HILT,1,1,1,Part_M_Sword_Hilt_01,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,HILT,1,1,1,Part_M_Sword_Hilt_02,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,HILT,1,1,1,Part_M_Sword_Hilt_03,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock",
Generic,Sword,01/Common,Balance_M_Sword_01_Common,HILT MOD,1,1,1,Part_M_Sword_HiltMod_C_01,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,HILT MOD,1,1,1,Part_M_Sword_HiltMod_C_02,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,HILT MOD,1,1,1,Part_M_Sword_HiltMod_C_08,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,RARITY,1,1,1,Part_M_Sword_01_Common,,
Generic,Sword,01/Common,Balance_M_Sword_01_Common,MATERIAL,1,1,1,Part_Sword_Material_01_Common,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE,1,1,1,Part_M_Sword_Blade_01,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE,1,1,1,Part_M_Sword_Blade_02,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE,1,1,1,Part_M_Sword_Blade_03,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Sword_Ele_Cryo,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Sword_Ele_Dark,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Sword_Ele_Fire,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Sword_Ele_Poison,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Sword_Ele_Shock,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,ELEMENTAL,1,1,3,Part_M_Sword_Ele_None,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE MOD,0,1,1,Part_M_Sword_Blade_01_A,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_Blade_02, Part_M_Sword_Blade_03"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE MOD,0,1,1,Part_M_Sword_Blade_01_B,,"Part_M_Sword_Blade_02, Part_M_Sword_Blade_03"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE MOD,0,1,1,Part_M_Sword_Blade_02_A,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_03"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE MOD,0,1,1,Part_M_Sword_Blade_02_B,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_Blade_01, Part_M_Sword_Blade_03"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE MOD,0,1,1,Part_M_Sword_Blade_03_A,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_02"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,BLADE MOD,0,1,1,Part_M_Sword_Blade_03_B,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_02"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT,1,1,1,Part_M_Sword_Hilt_01,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT,1,1,1,Part_M_Sword_Hilt_02,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT,1,1,1,Part_M_Sword_Hilt_03,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock",
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_01,,"Part_M_Sword_HiltMod_01_Override, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_02,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02_Override, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_03,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03_Override, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_04,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04_Override, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_05,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05_Override, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_06,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06_Override, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_07,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07_Override, Part_M_Sword_HiltMod_08"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,HILT MOD,1,1,1,Part_M_Sword_HiltMod_08,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08_Override"
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,RARITY,1,1,1,Part_M_Sword_02_UnCommon,,
Generic,Sword,02/Uncommon,Balance_M_Sword_02_Uncommon,MATERIAL,1,1,1,Part_Sword_Material_02_UnCommon,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE,1,1,1,Part_M_Sword_Blade_01,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE,1,1,1,Part_M_Sword_Blade_02,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE,1,1,1,Part_M_Sword_Blade_03,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,ELEMENTAL,0,1,0.15,Part_M_Sword_Ele_Cryo,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,ELEMENTAL,0,1,0.15,Part_M_Sword_Ele_Shock,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,ELEMENTAL,0,1,0.15,Part_M_Sword_Ele_Poison,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,ELEMENTAL,0,1,0.15,Part_M_Sword_Ele_Fire,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,ELEMENTAL,0,1,0.15,Part_M_Sword_Ele_Dark,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,ELEMENTAL,0,1,2.5,Part_M_Sword_Ele_None,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE MOD,1,1,1,Part_M_Sword_Blade_01_A,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_Blade_02, Part_M_Sword_Blade_03"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE MOD,1,1,1,Part_M_Sword_Blade_01_B,,"Part_M_Sword_Blade_02, Part_M_Sword_Blade_03"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE MOD,1,1,1,Part_M_Sword_Blade_02_A,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_03"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE MOD,1,1,1,Part_M_Sword_Blade_02_B,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_Blade_01, Part_M_Sword_Blade_03"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE MOD,1,1,1,Part_M_Sword_Blade_03_A,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_02"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,BLADE MOD,1,1,1,Part_M_Sword_Blade_03_B,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_02"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT,1,1,1,Part_M_Sword_Hilt_01,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT,1,1,1,Part_M_Sword_Hilt_02,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT,1,1,1,Part_M_Sword_Hilt_03,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock",
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_01,,"Part_M_Sword_HiltMod_01_Override, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_02,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02_Override, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_03,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03_Override, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_04,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04_Override, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_05,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05_Override, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_06,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06_Override, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_07,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07_Override, Part_M_Sword_HiltMod_08"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_08,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08_Override"
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,RARITY,1,1,1,Part_M_Sword_03_Rare,,
Generic,Sword,03/Rare,Balance_M_Sword_03_Rare,MATERIAL,1,1,1,Part_Sword_Material_03_Rare,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE,1,1,1,Part_M_Sword_Blade_01,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE,1,1,1,Part_M_Sword_Blade_02,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE,1,1,1,Part_M_Sword_Blade_03,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Sword_Ele_Cryo,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Sword_Ele_Shock,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Sword_Ele_Poison,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Sword_Ele_Fire,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Sword_Ele_Dark,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,ELEMENTAL,1,1,1.8,Part_M_Sword_Ele_None,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE MOD,1,2,1,Part_M_Sword_Blade_01_A,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_Blade_02, Part_M_Sword_Blade_03"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE MOD,1,2,1,Part_M_Sword_Blade_01_B,,"Part_M_Sword_Blade_02, Part_M_Sword_Blade_03"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE MOD,1,2,1,Part_M_Sword_Blade_02_A,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_03"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE MOD,1,2,1,Part_M_Sword_Blade_02_B,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_Blade_01, Part_M_Sword_Blade_03"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE MOD,1,2,1,Part_M_Sword_Blade_03_A,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_02"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,BLADE MOD,1,2,1,Part_M_Sword_Blade_03_B,,"Part_M_Sword_Blade_01, Part_M_Sword_Blade_02"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT,1,1,1,Part_M_Sword_Hilt_01,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT,1,1,1,Part_M_Sword_Hilt_02,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT,1,1,1,Part_M_Sword_Hilt_03,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock",
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_01,,"Part_M_Sword_HiltMod_01_Override, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_02,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02_Override, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_03,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03_Override, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_04,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04_Override, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_05,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05_Override, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_06,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06_Override, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_07,,"Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07_Override, Part_M_Sword_HiltMod_08"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,HILT MOD,1,1,1,Part_M_Sword_HiltMod_08,"Part_M_Sword_Ele_Cryo, Part_M_Sword_Ele_Dark, Part_M_Sword_Ele_Fire, Part_M_Sword_Ele_Poison, Part_M_Sword_Ele_Shock","Part_M_Sword_HiltMod_01, Part_M_Sword_HiltMod_02, Part_M_Sword_HiltMod_03, Part_M_Sword_HiltMod_04, Part_M_Sword_HiltMod_05, Part_M_Sword_HiltMod_06, Part_M_Sword_HiltMod_07, Part_M_Sword_HiltMod_08_Override"
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,RARITY,1,1,1,Part_M_Sword_04_VeryRare,,
Generic,Sword,04/Very Rare,Balance_M_Sword_04_VeryRare,MATERIAL,1,1,1,Part_Sword_Material_04_VeryRare,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,BLADE,1,1,1,Part_M_Sword2H_Blade_01,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,BLADE,1,1,1,Part_M_Sword2H_Blade_02,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,BLADE,1,1,1,Part_M_Sword2H_Blade_03,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,ELEMENTAL,1,1,1,Part_M_Sword2H_Ele_None,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,HILT,1,1,1,Part_M_Sword2H_Hilt_01,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,HILT,1,1,1,Part_M_Sword2H_Hilt_02,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,HILT,1,1,1,Part_M_Sword2H_Hilt_03,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,HILT MOD,1,1,1,Part_M_Sword2H_HiltMod_C_01,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,HILT MOD,1,1,1,Part_M_Sword2H_HiltMod_C_02,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,HILT MOD,1,1,1,Part_M_Sword2H_HiltMod_C_03,,
Generic,Sword (2H),01/Common,Balance_M_Sword2H_01_Common,RARITY,1,1,1,Part_M_Sword2H_01_Common,,
